"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence"
"Xorn+Iscario",796,70,69,73,70,45,26,53,45,36,1,41,70,1,61,60,1,1,1,1,1,28,1,1,1,1,1,1,1,5081377,3,0,0,0,0,0,0,0
"[#ENWL9Q6J4]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Ravid+Jaquel",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Kanelbulle56",360,46,49,48,48,1,30,1,1,29,1,1,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,391827,1,0,0,0,0,0,0,0
"brakkepie555",1646,74,70,61,77,77,50,76,52,80,65,80,52,70,60,85,42,53,40,74,46,46,80,41,54,30,80,1,30,21968939,1,0,0,0,0,0,0,0
"lilym96",648,46,48,44,44,18,43,28,22,61,25,1,62,36,30,57,1,1,1,1,1,1,1,1,1,18,1,1,1,1300322,1,0,0,0,0,0,0,0
"NvMe22",1559,70,85,70,80,79,52,71,75,75,81,99,64,52,50,63,50,60,99,59,1,70,58,1,58,33,1,1,1,44691467,1,0,0,0,0,0,0,0
"StThrifty",1230,46,59,46,62,23,39,92,33,50,75,30,46,79,88,61,77,21,19,55,25,44,27,36,16,59,20,1,1,17706733,3,0,0,0,0,0,0,0
"Lolisnop",1118,70,63,72,69,53,43,58,53,67,53,53,51,45,56,55,26,40,34,38,1,21,50,20,20,1,1,1,1,4990388,3,0,0,0,0,0,0,0
"Parryrage860",637,46,46,46,46,25,25,30,53,45,1,55,42,40,58,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1543246,1,0,0,0,0,0,0,0
"Lilnix24",1083,70,70,71,73,72,47,43,61,75,65,61,33,41,48,58,27,43,30,39,1,17,1,20,1,1,1,1,1,7311643,1,0,0,0,0,0,0,0
"Revengedhero",776,46,99,60,92,60,1,99,40,43,1,44,38,1,36,47,1,50,1,1,1,1,1,1,1,1,1,1,1,40565366,1,0,0,0,0,0,0,0
"Strikemgood",1520,70,70,68,68,47,51,63,57,62,58,50,73,73,65,59,68,52,51,46,57,54,56,49,55,37,53,1,1,9138259,1,0,0,0,0,0,0,0
"Nerd+Freak22",634,46,50,48,46,21,24,20,43,36,1,47,36,15,46,40,1,1,1,1,1,34,1,1,1,55,1,1,1,838005,1,0,0,0,0,0,0,0
"Spell+2+Cast",1322,70,72,73,88,99,55,95,70,71,31,54,60,61,44,60,29,61,56,57,17,26,51,1,1,1,1,1,1,33273174,1,0,0,0,0,0,0,0
"SPACE_COWB0Y",545,46,60,40,42,1,44,1,1,39,1,1,81,1,29,1,1,1,1,1,1,1,21,1,1,16,23,1,1,2846188,1,0,0,0,0,0,0,0
"Scheron",1859,70,70,70,73,70,85,90,99,82,99,81,99,90,90,96,50,40,50,50,60,70,41,50,40,73,50,1,20,82378315,1,0,0,0,0,0,0,0
"kronos_zues1",1112,46,50,48,50,51,26,31,54,53,64,59,69,51,51,56,30,27,42,19,1,55,26,1,25,49,36,1,25,3012862,1,0,0,0,0,0,0,0
"Fedrias",977,70,64,70,66,46,40,54,55,64,32,53,60,51,36,51,27,34,40,30,1,1,1,1,1,1,1,1,1,4190003,1,0,0,0,0,0,0,0
"Chickdog",259,46,30,21,36,1,1,1,1,28,1,1,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,143727,1,0,0,0,0,0,0,0
"Zexral",1161,70,62,70,66,50,46,47,23,44,35,27,53,61,62,63,22,35,25,52,24,23,34,31,25,33,27,1,50,4342280,1,0,0,0,0,0,0,0
"Rehjina",1059,46,50,52,52,48,34,34,60,61,54,53,63,46,42,52,30,38,35,38,23,1,55,30,44,1,1,1,1,2499763,1,0,0,0,0,0,0,0
"20moonirit",1085,70,64,66,67,52,43,59,58,57,49,60,49,51,54,66,31,44,46,31,1,31,1,25,1,1,1,1,1,4681899,1,0,0,0,0,0,0,0
"Jesse+Becker",604,46,49,56,51,31,23,45,37,38,20,1,24,30,37,45,1,15,1,1,1,1,1,1,1,1,1,1,1,750142,1,0,0,0,0,0,0,0
"dat_n1_rider",947,70,46,89,82,82,43,60,32,83,28,67,53,41,1,41,1,41,16,42,1,1,1,1,1,1,1,1,1,14932168,3,0,0,0,0,0,0,0
"Rolo951",746,46,46,50,50,34,35,50,40,56,1,60,45,30,42,69,1,1,27,1,1,28,1,1,1,1,1,1,1,1846481,1,0,0,0,0,0,0,0
"Nutcracr",1678,70,65,73,70,56,55,68,49,78,72,50,73,90,80,83,50,54,47,48,59,63,55,55,61,46,80,28,1,22506786,1,0,0,0,0,0,0,0
"Watashi+19",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Sir_Lorickx",1548,70,71,65,72,67,56,72,60,65,65,69,64,80,81,81,42,56,39,66,26,51,30,52,25,35,63,1,24,15326625,3,0,0,0,0,0,0,0
"Quest+Zerg",1238,46,50,44,52,42,37,62,45,50,27,39,39,51,51,58,48,50,45,50,53,32,54,54,1,41,64,1,52,2938545,1,0,0,0,0,0,0,0
"xxpucho18xx",1821,70,72,61,80,89,68,59,76,67,71,92,72,81,86,82,67,77,52,72,44,40,45,53,40,62,80,21,42,35850782,1,0,0,0,0,0,0,0
"HC+Iron+Cat",1207,46,46,47,53,40,37,61,54,57,40,55,48,54,46,50,43,40,43,41,47,50,40,38,31,58,42,1,1,2480713,1,0,0,0,0,0,0,0
"Zibom+kray",1065,70,70,76,73,50,53,57,60,65,20,71,65,34,34,37,1,32,20,20,1,51,27,20,23,32,1,1,1,6734652,1,0,0,0,0,0,0,0
"Queen+Darck",717,46,47,46,50,47,23,46,50,52,1,47,42,40,50,50,1,1,1,1,1,35,1,1,1,28,1,1,1,1139139,1,0,0,0,0,0,0,0
"Swe3Ty_x33",1214,70,61,65,66,56,45,55,99,70,63,49,57,46,43,66,30,43,40,38,1,21,54,21,1,29,1,1,1,18011374,3,0,0,0,0,0,0,0
"IamDayDrunk",753,46,39,38,40,29,22,1,50,42,47,43,33,54,48,45,1,24,1,24,16,28,1,1,1,23,21,1,1,858468,1,0,0,0,0,0,0,0
"Sheessh",1419,70,68,79,75,66,53,83,99,79,77,64,63,51,70,75,28,41,53,41,21,54,26,18,1,48,1,1,1,28273594,1,0,0,0,0,0,0,0
"Laurajane543",636,46,44,42,44,30,33,1,42,40,1,41,45,34,58,45,1,1,1,1,1,1,1,1,1,32,1,1,17,808498,1,0,0,0,0,0,0,0
"The+Marine",1087,70,53,66,65,48,53,68,99,44,28,95,49,46,45,43,32,36,39,18,32,16,1,1,1,1,1,1,1,25888931,1,0,0,0,0,0,0,0
"46holy1478",582,46,47,43,47,36,24,1,75,74,1,1,64,1,49,44,1,1,1,1,1,1,1,1,1,1,1,1,1,3363208,1,0,0,0,0,0,0,0
"JohnReese47",873,70,74,70,71,50,41,34,35,50,46,32,19,62,37,52,16,31,25,25,1,1,1,23,1,1,1,1,1,4514335,1,0,0,0,0,0,0,0
"Veryold1293",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Indju",1522,70,70,69,70,63,51,53,54,58,53,66,61,52,51,69,61,60,51,64,52,50,50,54,63,54,51,1,1,8334079,1,0,0,0,0,0,0,0
"TheZondac",630,45,40,34,39,28,32,33,44,37,23,31,20,44,21,31,1,36,28,17,1,1,1,1,1,1,1,1,1,449270,1,0,0,0,0,0,0,0
"Vigoh+Task",1838,74,75,70,84,71,64,91,62,65,50,69,62,75,55,75,60,64,60,72,84,65,70,55,61,66,66,1,72,27032419,1,0,0,0,0,0,0,0
"WoznyWizard",643,45,46,42,41,1,38,17,22,20,1,15,17,29,45,44,15,15,1,1,1,32,1,1,52,1,20,1,1,579904,1,0,0,0,0,0,0,0
"ninja+bro134",948,70,66,73,69,48,44,56,48,58,1,50,45,37,42,45,1,35,24,1,1,19,28,40,1,33,1,1,1,4102714,1,0,0,0,0,0,0,0
"rmacklin78",755,45,46,49,48,46,23,34,52,49,43,55,40,37,44,52,1,16,19,1,1,16,1,17,1,1,1,1,1,1133674,1,0,0,0,0,0,0,0
"zezamy9",1222,70,66,66,68,56,48,63,72,52,46,51,50,52,44,51,44,56,54,41,37,38,31,35,28,1,1,1,1,5355582,3,0,0,0,0,0,0,0
"363734",666,45,45,40,44,23,32,27,44,40,1,77,40,33,50,54,1,1,1,1,1,27,1,1,1,33,1,1,1,2240458,1,0,0,0,0,0,0,0
"35skirtkey",373,70,72,80,75,1,1,1,1,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5199153,3,0,0,0,0,0,0,0
"Optimist_Not",474,45,1,65,63,68,1,63,1,41,1,1,50,1,29,15,1,1,1,1,1,1,1,1,1,1,1,1,1,2100168,1,0,0,0,0,0,0,0
"TropicaaL",907,70,60,70,63,39,43,57,66,48,55,90,17,38,29,37,1,62,1,16,1,1,33,1,1,1,1,1,1,9527027,1,0,0,0,0,0,0,0
"firekids989",590,45,72,25,75,84,43,1,1,66,1,1,1,70,1,1,1,1,1,1,1,1,1,1,1,1,52,1,1,6689888,1,0,0,0,0,0,0,0
"5324324mix",1131,70,70,73,73,69,49,55,55,86,39,55,59,41,34,42,23,51,27,45,18,27,33,20,1,1,1,1,1,9165039,1,0,0,0,0,0,0,0
"Forest-22",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Playerman73",993,70,65,65,66,25,33,50,57,85,25,68,38,32,55,60,1,22,1,1,1,18,33,19,44,1,16,1,1,7261485,1,0,0,0,0,0,0,0
"Haliannah",1216,45,51,43,48,46,46,40,53,48,51,49,48,63,54,50,31,45,33,51,28,52,47,50,1,57,39,1,39,2508571,1,0,0,0,0,0,0,0
"Y0U+JELLY",1097,70,70,69,76,82,44,51,50,47,27,33,52,42,45,33,1,31,33,39,33,33,1,47,1,63,1,1,1,7515223,1,0,0,0,0,0,0,0
"76+Magic+848",416,45,50,46,49,42,24,1,1,76,1,1,1,1,1,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1802698,1,0,0,0,0,0,0,0
"Keezdragflip",1298,70,71,68,70,58,47,70,57,80,83,94,50,60,44,62,17,38,43,19,1,51,54,50,27,1,1,1,1,18338096,1,0,0,0,0,0,0,0
"em3y4xilvvj",485,45,45,44,46,1,20,45,1,53,1,1,34,1,33,32,1,1,1,1,1,1,1,1,1,18,1,1,1,545783,1,0,0,0,0,0,0,0
"AlexT2019",1237,70,70,66,65,36,36,25,42,99,59,37,68,61,29,47,28,43,45,39,31,27,42,45,32,23,46,1,25,17980537,3,0,0,0,0,0,0,0
"Creed+Way",1283,45,55,42,55,36,39,67,50,56,68,55,59,52,56,49,42,41,38,44,43,54,22,54,43,77,41,1,1,5098287,3,0,0,0,0,0,0,0
"Pito+X1",1193,70,66,66,69,62,49,63,62,58,68,63,57,50,50,55,39,50,38,45,1,40,15,30,1,1,1,1,1,5838449,3,0,0,0,0,0,0,0
"lugnut345345",449,45,46,57,52,41,34,29,18,49,1,1,40,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,1,685712,1,0,0,0,0,0,0,0
"SweetAimP",2485,70,80,70,83,90,99,70,99,99,99,99,99,99,99,99,99,98,50,120,77,82,99,99,1,88,99,120,99,430333949,1,0,0,0,0,0,0,0
"pancholesus",583,45,43,45,47,41,21,35,40,45,1,35,35,1,37,51,1,1,1,1,1,21,1,1,1,1,1,1,1,639218,1,0,0,0,0,0,0,0
"Love+PKing",1678,70,91,69,94,99,53,94,72,70,65,70,80,80,63,62,62,70,63,70,53,62,61,66,1,35,1,1,1,53864621,1,0,0,0,0,0,0,0
"Tweaak",939,45,37,46,43,33,26,41,41,30,1,41,44,60,67,81,34,37,1,33,1,56,1,1,1,46,27,1,41,4012097,1,0,0,0,0,0,0,0
"Kniight+Dark",796,70,48,94,84,71,43,55,33,40,25,1,1,40,83,1,1,31,26,20,1,1,1,1,1,1,1,1,1,16276286,3,0,0,0,0,0,0,0
"Z96P",446,45,30,30,40,1,22,40,1,30,1,1,30,25,30,50,1,1,1,1,1,30,1,1,1,1,1,1,1,346389,1,0,0,0,0,0,0,0
"wildkitty66",1815,70,72,77,73,57,71,74,90,73,73,70,90,72,75,70,73,62,61,60,52,57,60,62,60,80,60,1,20,29251097,1,0,0,0,0,0,0,0
"Hitman+bj607",582,45,46,44,45,24,31,31,47,50,1,36,42,21,31,27,1,1,1,1,1,1,1,1,1,27,1,1,1,611892,1,0,0,0,0,0,0,0
"Zuzzoly",1424,70,67,54,65,47,55,96,42,45,41,42,82,86,63,43,42,48,41,47,41,42,42,52,41,41,41,1,47,20209014,1,0,0,0,0,0,0,0
"Panterbell",589,45,44,45,45,20,43,43,20,19,1,20,33,1,1,23,1,20,1,46,1,20,15,1,26,1,20,1,1,504991,1,0,0,0,0,0,0,0
"Secenlty",1209,70,63,64,66,38,57,62,99,99,79,65,67,43,67,67,23,31,1,1,1,45,1,1,17,50,1,1,1,33209675,1,0,0,0,0,0,0,0
"Mamamama131",482,45,36,42,42,1,24,16,20,33,16,24,30,1,21,40,1,32,29,1,1,1,1,1,1,1,1,1,1,326000,1,0,0,0,0,0,0,0
"JonatanE",864,70,66,70,69,55,47,55,57,50,1,52,55,27,42,40,1,1,1,1,1,24,1,1,1,44,1,1,1,3948885,1,0,0,0,0,0,0,0
"Fresh2def9",585,45,40,43,43,1,22,40,41,70,1,37,32,1,50,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1754604,1,0,0,0,0,0,0,0
"Phil+E22",1032,70,72,71,71,47,43,58,59,66,95,61,55,41,36,51,27,32,25,25,1,1,1,1,1,1,1,1,1,14383631,3,0,0,0,0,0,0,0
"[#ZAJ6650FO]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Cheesemast56",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"BearcatTrout",635,45,49,41,43,38,55,30,1,27,1,1,43,25,29,25,22,30,15,34,1,1,1,1,1,1,1,1,1,617180,1,0,0,0,0,0,0,0
"Huynh+Etros",1325,70,65,70,68,55,83,26,49,71,33,49,83,58,40,50,41,55,31,46,19,55,42,24,46,53,37,1,1,10621938,1,0,0,0,0,0,0,0
"[#3SPTUJSAZ]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"ToxicTwitch7",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Jake3604",436,45,42,44,44,30,20,1,21,45,1,1,41,1,25,33,1,1,1,1,1,1,1,1,1,1,1,1,1,395955,1,0,0,0,0,0,0,0
"Wessup",957,70,60,87,77,57,43,1,55,37,1,50,26,31,72,65,27,40,51,1,1,1,1,1,1,98,1,1,1,21541859,1,0,0,0,0,0,0,0
"xl4k4btv5s5",1264,45,62,45,55,43,48,68,50,61,48,53,60,56,56,59,39,37,53,35,1,63,37,55,37,50,35,1,1,4000457,1,0,0,0,0,0,0,0
"kamde0609",1414,70,66,65,71,71,57,67,70,64,55,65,56,63,61,64,47,68,55,51,44,48,43,47,43,1,1,1,1,8717925,1,0,0,0,0,0,0,0
"Angelrush229",235,45,44,51,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,319491,1,0,0,0,0,0,0,0
"LeoNydus",952,70,60,61,65,34,43,41,35,59,16,29,29,51,45,64,1,23,47,18,1,36,20,54,17,1,1,1,1,3145004,1,0,0,0,0,0,0,0
"Yeags+HL",523,45,37,46,45,1,27,41,41,50,1,40,44,1,29,53,1,1,1,1,1,1,1,1,1,1,1,1,1,688123,1,0,0,0,0,0,0,0
"dripped+dead",1449,70,61,70,67,53,46,68,57,62,68,53,62,53,66,79,40,50,43,36,43,57,61,57,26,50,49,1,1,8775877,1,0,0,0,0,0,0,0
"le+hembrox",1413,45,70,45,65,30,34,67,50,62,60,50,50,70,71,78,43,50,52,22,61,50,50,60,18,48,60,1,51,7827664,1,0,0,0,0,0,0,0
"fatalovrkill",1058,70,65,66,66,35,41,45,58,68,44,58,43,70,44,55,24,34,47,25,18,1,19,1,1,34,1,1,1,4815116,1,0,0,0,0,0,0,0
"7pure2681",835,45,39,50,47,26,31,70,99,66,1,70,1,34,53,62,1,1,1,1,1,80,1,1,1,44,1,1,1,17965030,3,0,0,0,0,0,0,0
"AMisfit4777",1500,70,70,66,67,60,65,46,66,69,78,65,87,73,73,43,60,46,47,53,52,30,30,52,27,51,28,1,25,14290726,3,0,0,0,0,0,0,0
"manecuelloc",443,45,44,50,48,1,16,41,1,63,1,1,25,1,31,40,1,1,1,1,1,1,1,1,1,1,1,1,1,813951,1,0,0,0,0,0,0,0
"g+gerbouski",1695,70,78,70,78,77,62,91,64,66,56,65,68,68,81,99,45,90,53,71,22,51,57,61,1,64,48,1,31,42904478,1,0,0,0,0,0,0,0
"Metal+Joker",747,45,52,48,49,34,28,37,49,37,1,57,35,33,47,54,17,15,25,27,1,27,1,1,1,1,1,1,1,1086284,1,0,0,0,0,0,0,0
"SKiil+Queen",1956,70,70,70,71,41,64,44,99,99,99,71,99,99,99,82,62,62,53,58,40,99,65,65,40,86,99,1,49,127330281,2,0,0,0,0,0,0,0
"[#892YEF0J5]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"leothezeo",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"sullivan911",464,45,45,46,43,1,16,19,21,42,1,25,39,1,34,49,1,1,1,1,1,1,1,1,1,1,1,1,1,473767,1,0,0,0,0,0,0,0
"ijyansyi",1646,70,72,73,76,76,67,66,63,54,64,49,68,53,81,37,54,61,37,71,50,50,68,46,67,64,67,1,41,14814109,3,0,0,0,0,0,0,0
"MyDezzor",468,45,44,39,42,31,15,1,23,32,1,15,25,1,45,60,1,1,1,1,1,1,1,1,1,1,1,1,1,615505,1,0,0,0,0,0,0,0
"[#RWOG7HQKR]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Kareltje+FS",531,45,40,50,46,1,21,54,25,1,31,64,1,28,1,40,1,1,1,1,1,21,1,1,1,1,1,1,1,973365,1,0,0,0,0,0,0,0
"Andrejka2",1189,70,60,77,71,45,53,57,80,62,37,68,65,64,75,70,1,21,29,30,24,49,1,1,18,42,1,1,1,10017005,1,0,0,0,0,0,0,0
"Nympha+Tu",695,45,40,46,45,15,29,37,46,38,1,60,36,23,1,30,1,19,48,1,24,15,26,25,1,1,1,1,1,857310,1,0,0,0,0,0,0,0
"No+Hope+4",1824,70,80,63,76,81,75,66,99,87,62,74,99,75,84,78,75,69,53,68,52,51,57,75,50,51,52,1,1,51427298,1,0,0,0,0,0,0,0
"FabFallb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Slug218",883,70,62,64,67,56,36,51,47,46,36,46,50,33,21,41,19,28,48,26,1,1,1,1,1,1,1,1,1,2983244,1,0,0,0,0,0,0,0
"Day+Walkin",495,45,48,45,48,46,35,35,1,34,1,1,35,1,1,45,1,1,1,1,1,1,1,1,1,39,1,1,1,565616,1,0,0,0,0,0,0,0
"collectrixx",2109,70,71,90,73,70,82,93,79,89,78,85,85,81,81,99,73,60,60,63,93,83,70,67,57,90,80,23,64,77603140,1,0,0,0,0,0,0,0
"eiorie",1621,45,72,50,69,75,99,59,58,61,59,51,87,69,69,56,75,50,57,67,56,55,50,69,50,66,45,1,1,27041338,1,0,0,0,0,0,0,0
"KaiynN",1009,70,70,67,77,64,55,82,64,48,1,69,50,35,18,51,1,36,15,59,1,1,1,1,24,1,1,1,1,8564373,1,0,0,0,0,0,0,0
"[#O5V6ILHFH]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"Maxrules92",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"hostile+hams",554,45,40,41,43,16,35,33,53,52,1,40,51,28,29,27,1,1,1,1,1,1,1,1,1,1,1,1,1,695155,1,0,0,0,0,0,0,0
"MrSirBumffle",1708,70,70,70,68,47,63,67,66,63,51,64,72,80,81,78,58,55,53,55,59,69,45,60,49,63,77,1,54,16700269,3,0,0,0,0,0,0,0
"R+E+Z+Z+E+R",572,45,47,44,60,71,1,51,33,36,22,32,1,1,1,26,1,18,27,1,1,1,1,1,1,1,1,1,1,1604542,1,0,0,0,0,0,0,0
"5uitor",1762,70,80,67,80,79,70,79,59,66,52,67,56,72,65,67,59,62,53,81,65,50,51,65,70,65,73,1,38,20279038,1,0,0,0,0,0,0,0
"Q+0o+Q",866,45,50,46,74,91,49,65,16,49,28,25,39,40,1,41,19,36,33,22,1,18,58,1,1,1,1,1,1,8721720,1,0,0,0,0,0,0,0
"Satern1k",1023,70,70,57,61,32,39,29,41,82,46,37,44,45,33,44,1,35,31,1,26,59,1,26,37,39,1,1,1,5277419,3,0,0,0,0,0,0,0
"Thetman4",581,45,54,47,49,31,28,40,59,43,1,47,38,1,31,31,1,1,1,1,1,1,1,1,1,1,1,1,1,931643,1,0,0,0,0,0,0,0
"azdaspaz8181",1971,70,82,69,80,81,71,71,72,76,74,71,77,89,92,93,69,79,62,74,67,60,74,68,51,59,80,30,30,45019256,1,0,0,0,0,0,0,0
"catfoxy",502,45,51,38,46,40,21,21,23,31,1,21,26,1,1,18,1,1,1,1,1,26,1,1,1,28,1,1,1,407299,1,0,0,0,0,0,0,0
"Hyphylalo4",1120,70,70,63,63,47,46,66,54,64,30,51,51,41,44,50,27,38,53,28,1,35,23,32,20,39,1,1,1,4345119,1,0,0,0,0,0,0,0
"Lil+Trasher",325,45,42,42,43,1,34,1,22,1,1,1,1,1,29,19,1,1,1,1,1,1,1,1,1,1,1,1,1,258594,1,0,0,0,0,0,0,0
"SwagKingVII",1035,70,61,70,67,42,44,56,60,69,52,66,39,38,50,54,28,32,38,27,1,27,1,28,1,1,1,1,1,4776506,1,0,0,0,0,0,0,0
"plyr1115",1201,45,66,31,58,64,75,62,70,78,69,62,99,72,76,78,1,1,1,1,1,71,1,1,1,59,1,1,20,25101299,1,0,0,0,0,0,0,0
"JarvisB478",1054,70,70,80,77,72,52,64,68,80,36,69,60,41,50,67,1,1,1,1,1,41,1,1,1,47,1,1,1,11457628,1,0,0,0,0,0,0,0
"BarBraden",1006,45,40,50,45,1,20,24,47,46,36,49,43,53,90,91,1,35,41,32,1,50,18,1,1,58,51,1,1,13124793,3,0,0,0,0,0,0,0
"Estoirix",1819,70,95,68,87,80,66,73,80,80,72,80,80,81,80,83,46,54,62,56,74,70,47,45,36,72,80,1,1,40129335,1,0,0,0,0,0,0,0
"BA7",856,45,42,71,73,73,20,81,43,29,27,20,50,42,20,71,18,35,69,1,1,1,1,1,1,1,1,1,1,7096290,1,0,0,0,0,0,0,0
"50umbrabob",1396,70,75,70,72,63,50,71,71,80,73,70,84,60,61,62,33,43,56,48,37,58,21,19,23,23,1,1,1,14327188,3,0,0,0,0,0,0,0
"sgtbradley98",335,45,43,51,47,15,23,1,21,24,1,1,25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,349682,1,0,0,0,0,0,0,0
"Whengale",1573,70,70,70,73,72,51,73,71,79,68,71,56,70,55,63,56,70,55,65,69,55,40,60,38,38,1,1,1,14026689,3,0,0,0,0,0,0,0
"iTz_Baffling",826,45,36,38,31,15,24,29,36,41,47,38,55,51,54,51,1,26,28,24,1,30,17,1,1,19,28,1,29,989379,1,0,0,0,0,0,0,0
"TB3xSHADEx",1806,70,82,70,84,71,92,90,75,75,50,78,73,80,80,66,72,62,67,73,43,56,55,67,68,43,62,1,1,34455423,1,0,0,0,0,0,0,0
"Cast+Put+516",576,45,49,50,47,28,28,34,45,33,1,47,35,31,35,39,1,1,1,1,1,19,1,1,1,1,1,1,1,649832,1,0,0,0,0,0,0,0
"Kaanfish1441",1291,70,93,81,94,99,62,94,59,65,67,41,49,80,1,60,32,34,39,81,44,39,1,1,1,1,1,1,1,49967130,1,0,0,0,0,0,0,0
"Elpoedro",452,45,37,48,44,1,32,15,39,32,1,1,31,1,41,46,1,1,1,1,1,1,1,1,1,1,1,1,1,437756,1,0,0,0,0,0,0,0
"CritzNA",1258,70,85,70,76,73,71,89,34,47,48,35,79,53,66,35,20,38,40,30,25,26,21,17,63,19,18,1,1,16360189,3,0,0,0,0,0,0,0
"Stupid+070",466,45,45,45,45,16,26,32,55,36,1,36,46,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,595658,1,0,0,0,0,0,0,0
"Shikonomo99",1593,70,69,81,67,66,67,71,78,73,83,66,82,73,87,75,33,45,34,33,33,68,49,49,32,53,35,1,20,22592791,1,0,0,0,0,0,0,0
"addaxx93",658,45,49,45,48,30,37,68,50,32,1,50,50,32,41,42,1,1,18,1,1,1,1,1,1,1,1,1,1,1443925,1,0,0,0,0,0,0,0
"0WarDummy0",1410,70,66,63,67,58,48,80,62,56,46,61,51,75,56,60,42,54,50,47,52,53,57,49,41,40,1,1,1,8571093,1,0,0,0,0,0,0,0
"canadastrike",947,45,61,45,66,51,45,75,1,74,25,1,62,43,51,50,18,42,53,17,1,62,1,1,22,1,1,1,1,4747739,1,0,0,0,0,0,0,0
"Oddquestyak",1591,70,70,71,70,63,48,88,80,99,99,74,89,55,52,61,46,64,89,54,55,27,99,36,28,1,1,1,1,64473930,1,0,0,0,0,0,0,0
"36+Angry+723",393,45,44,47,45,1,1,1,32,58,1,83,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,1,3309601,1,0,0,0,0,0,0,0
"Lildavid2525",828,70,62,72,69,49,35,56,60,60,1,30,70,31,34,40,1,31,1,20,1,1,1,1,1,1,1,1,1,4450567,1,0,0,0,0,0,0,0
"TrueVibez",478,45,40,32,43,40,1,42,43,55,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,624623,1,0,0,0,0,0,0,0
"LebGod",1261,70,60,49,62,41,48,60,15,63,44,63,50,36,45,39,57,57,52,47,54,51,44,52,39,50,1,1,1,4216134,1,0,0,0,0,0,0,0
"Sinomoro",559,45,40,49,46,28,23,31,47,47,1,48,44,1,36,42,1,1,1,1,1,1,1,1,1,1,1,1,1,696034,1,0,0,0,0,0,0,0
