"player","level_overall","level_atk","level_def","level_str","level_constiution","level_range","level_prayer","level_magic","level_cooking","level_wood_cutting","level_fletching","level_fishing","level_fire_making","level_crafting","level_smithing","level_mining","level_herb","level_agile","level_theiving","level_slayer","level_farming","level_rune_crafting","level_hunting","level_construction","level_summoning","level_dungeoneering","level_div","level_inven","level_arc","total_xp_overall","cluster","Basic_member_pure","Obby_Mauler_Pure","Black_Pure","Turmoil_Proselyte_Pure","Barrows_Pure","Anti_Pure","Summoning_Tank_Defence","Skiller_Pure","number_of_99s","number_of_120s"
"Its+Sloo",2732,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,106,100,99,99,99,99,112,99,112,24,590028341,1,0,0,0,0,0,0,0,0,22,0
"MoistCarrot2",2753,90,92,89,96,99,99,93,99,99,99,92,99,99,99,99,120,99,94,99,99,93,99,99,99,99,99,114,97,648782997,1,0,0,0,0,0,0,0,0,17,1
"Slater420",2510,99,99,99,99,99,99,99,99,91,94,95,93,86,99,99,99,95,77,100,88,77,81,82,90,104,88,41,39,316627235,1,0,0,0,0,0,0,0,0,11,0
"Kilaaar",2525,90,94,90,99,99,92,99,87,99,91,99,84,99,99,99,99,86,86,106,101,76,95,90,77,81,84,48,76,324022462,1,0,0,0,0,0,0,0,0,9,0
"Ecccha",2603,99,99,99,99,99,99,99,81,82,80,88,81,90,93,81,106,89,82,110,90,81,82,87,99,99,88,120,101,411187187,1,0,0,0,0,0,0,0,0,9,1
"The+Faz",2782,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,116,100,99,99,99,99,120,99,120,46,853285824,1,0,0,0,0,0,0,0,0,22,2
"TheHighHopes",2484,90,99,90,99,99,99,96,78,82,80,92,88,85,99,99,93,85,87,103,77,78,84,88,81,106,83,64,80,270306515,1,0,0,0,0,0,0,0,0,6,0
"0+gp",2851,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,114,99,99,107,108,99,99,99,99,106,99,120,118,1011774183,1,0,0,0,0,0,0,0,0,22,1
"Phenomenon+9",2656,99,99,99,99,99,99,99,99,82,84,99,99,99,99,99,99,99,99,109,95,99,99,88,99,77,84,75,81,375753247,1,0,0,0,0,0,0,0,0,19,0
"EliteP+v+M",2594,99,99,99,99,99,98,99,99,90,95,95,92,96,95,90,99,87,91,104,96,86,84,85,99,93,88,86,52,360192732,1,0,0,0,0,0,0,0,0,9,0
"Stoveman8",2856,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,110,99,99,108,120,99,99,99,99,109,99,111,120,864741928,1,0,0,0,0,0,0,0,0,22,2
"Dadderz",2340,99,99,99,99,99,99,99,99,99,99,84,99,84,86,85,99,90,73,90,90,99,71,99,99,100,1,1,1,320483814,1,0,0,0,0,0,0,0,0,15,0
"Rabbitfish",2897,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,119,120,99,99,99,99,120,99,120,120,1312749086,1,0,0,0,0,0,0,0,0,22,5
"Eagle058",2850,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,111,108,99,99,99,99,114,99,120,112,1342355025,1,0,0,0,0,0,0,0,0,22,1
"G+O+V+A",2660,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,108,102,99,99,99,99,92,99,80,1,556719885,1,0,0,0,0,0,0,0,0,22,0
"Freddie+F",2803,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,105,101,99,99,99,99,120,99,112,84,863527350,1,0,0,0,0,0,0,0,0,22,1
"RS+Princess0",2820,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,116,102,99,99,99,99,101,99,120,103,647919916,1,0,0,0,0,0,0,0,0,22,1
"Avatar602",2320,99,99,99,99,99,99,99,88,91,84,97,87,82,81,81,100,86,76,95,84,87,75,75,99,98,59,1,1,296192775,1,0,0,0,0,0,0,0,0,8,0
"Tahtsid",2843,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,116,108,99,99,99,99,117,99,120,100,815650054,1,0,0,0,0,0,0,0,0,22,1
"Clete",2524,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,93,99,99,99,99,88,99,99,100,63,1,1,396284961,1,0,0,0,0,0,0,0,0,22,0
"Owner156",2137,89,89,99,91,81,74,81,99,99,99,99,99,74,81,99,66,73,74,71,82,64,70,75,67,80,60,1,1,158209022,2,0,0,0,0,0,0,0,0,7,0
"LadyCC",2876,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,113,99,99,113,120,99,99,99,99,115,99,120,117,1541955725,1,0,0,0,0,0,0,0,0,22,2
"Seems+Legit",2364,99,99,99,99,99,99,99,99,87,99,82,99,92,99,84,101,82,81,95,93,82,81,86,99,107,22,1,1,356572070,1,0,0,0,0,0,0,0,0,12,0
"Goat+6969",2457,99,99,99,99,99,99,99,81,78,86,82,77,83,86,79,100,86,69,99,67,58,76,90,99,89,81,99,99,327071204,1,0,0,0,0,0,0,0,0,11,0
"Arimah",2873,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,111,99,99,112,120,99,99,99,99,112,99,120,120,1480898767,1,0,0,0,0,0,0,0,0,22,3
"Jason+Ice",2822,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,113,105,99,99,99,99,106,99,120,99,910071579,1,0,0,0,0,0,0,0,0,23,1
"Icednova",2480,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,99,99,101,1,1,1,437647293,1,0,0,0,0,0,0,0,0,23,0
"Inonoob",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1405616375,1,0,0,0,0,0,0,0,0,22,6
"420michael13",2317,99,99,99,99,99,99,99,99,80,99,85,99,90,99,99,85,99,99,100,76,85,68,72,99,68,1,1,1,301601243,1,0,0,0,0,0,0,0,0,15,0
"Goyl",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1971538620,2,0,0,0,0,0,0,0,0,22,6
"Spliter3000",2541,99,99,99,99,99,99,99,99,99,99,87,99,94,91,86,97,88,90,104,99,87,96,93,99,102,86,30,23,324460966,1,0,0,0,0,0,0,0,0,13,0
"S+h+a+n+e+e",2780,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,100,99,99,99,99,99,104,99,99,99,566943049,1,0,0,0,0,0,0,0,0,25,0
"gameking2019",2894,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,119,119,99,99,99,99,118,99,120,120,1539442551,1,0,0,0,0,0,0,0,0,22,3
"Sylvanna+Ree",2895,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,117,99,99,120,120,99,99,99,99,120,99,120,120,1328731252,1,0,0,0,0,0,0,0,0,22,5
"JaxGalax",2824,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,112,108,99,99,99,99,100,99,120,99,668503750,1,0,0,0,0,0,0,0,0,23,1
"DOT+cor",2850,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,104,120,99,99,99,99,105,99,111,120,1558616963,1,0,0,0,0,0,0,0,0,22,2
"MickMadeouss",2093,89,80,99,93,68,75,84,99,99,99,99,99,84,80,88,78,80,68,75,70,81,68,73,70,85,1,1,1,159523333,2,0,0,0,0,0,0,0,0,6,0
"Papousse",2625,99,99,99,99,99,99,99,99,82,92,84,83,99,99,96,99,99,99,99,90,93,92,99,99,87,88,78,76,309927440,1,0,0,0,0,0,0,0,0,16,0
"Pichila66",2886,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,119,111,99,99,99,99,120,99,120,118,1009115486,1,0,0,0,0,0,0,0,0,22,3
"Rubbymacho12",2852,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,107,120,99,99,99,99,115,99,120,100,1433889656,1,0,0,0,0,0,0,0,0,22,2
"Kauneey",2870,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,117,99,99,116,112,99,99,99,99,120,99,120,107,1414358520,1,0,0,0,0,0,0,0,0,22,2
"I+Luv+It",2508,99,99,99,99,1,99,99,99,99,92,99,99,99,99,99,102,72,50,89,120,61,99,99,99,69,99,120,47,639243171,1,0,0,0,0,0,0,0,0,17,2
"4I9",2867,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,116,120,99,99,99,99,109,99,120,120,1046550340,1,0,0,0,0,0,0,0,0,22,3
"Riven",2844,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,101,115,99,99,99,99,103,99,120,120,1347087726,1,0,0,0,0,0,0,0,0,22,2
"IM2TheTruth",2801,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,102,100,99,99,99,99,100,99,120,100,615925845,1,0,0,0,0,0,0,0,0,22,1
"toodumbtodie",2436,87,83,83,89,84,98,90,74,77,99,77,99,99,99,77,99,86,90,86,95,99,97,85,88,82,81,50,83,173182243,2,0,0,0,0,0,0,0,0,6,0
"NJ1392",2185,99,99,99,99,99,95,95,97,85,99,76,85,81,74,77,90,70,71,99,70,72,71,71,91,86,33,1,1,201180030,2,0,0,0,0,0,0,0,0,7,0
"I+u+k+e",2862,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,116,105,99,99,99,99,103,99,120,120,995406459,1,0,0,0,0,0,0,0,0,22,3
"Spookynash",2823,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,101,120,99,99,99,99,98,99,112,114,952646983,1,0,0,0,0,0,0,0,0,22,1
"Svampebob71",1770,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,1,1,1,1,99,1,1,1,120,1,1,20,1508681659,1,0,0,0,0,0,0,0,0,16,1
"RA_CanCan",2316,99,99,99,99,99,95,99,92,93,70,81,95,84,85,83,75,80,68,73,50,70,63,75,97,98,80,65,50,349332087,1,0,0,0,0,0,0,0,0,6,0
"joserix24",2208,99,99,99,99,99,84,99,82,77,80,74,89,83,99,99,71,66,61,66,61,66,68,73,71,87,80,22,55,173550308,2,0,0,0,0,0,0,0,0,8,0
"XPGain",1791,87,99,73,99,99,92,99,37,99,51,48,81,63,65,64,99,46,54,61,22,51,47,82,67,75,29,1,1,103058651,1,0,0,0,0,0,0,0,0,6,0
"Stratofire",2876,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,118,99,99,99,99,120,99,120,100,1705412887,1,0,0,0,0,0,0,0,0,22,4
"whyte+stoner",2306,99,99,99,99,99,99,99,86,84,82,89,88,86,87,87,88,79,63,106,61,66,79,77,99,68,81,56,1,246396203,1,0,0,0,0,0,0,0,0,8,0
"Grinder+FsF",2489,87,99,86,93,87,91,85,99,99,99,99,99,99,95,99,95,86,86,85,101,99,87,99,92,84,95,19,45,262650730,1,0,0,0,0,0,0,0,0,10,0
"robin+G+hood",2846,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,110,99,99,114,108,99,99,99,99,108,99,115,113,901278998,1,0,0,0,0,0,0,0,0,22,0
"Thromlor",2639,99,99,99,99,98,96,99,96,83,94,99,86,95,99,99,100,88,99,97,103,73,85,86,85,101,95,93,94,331372330,1,0,0,0,0,0,0,0,0,9,0
"Free+UwU",2541,99,99,99,99,99,99,99,89,90,90,88,90,92,90,91,99,91,85,99,80,80,90,90,96,83,80,100,55,307523338,1,0,0,0,0,0,0,0,0,9,0
"xx+G+E+E+xx",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1308710373,1,0,0,0,0,0,0,0,0,22,6
"m0in_j0in",2872,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,120,103,99,99,99,99,120,99,120,119,1149840611,1,0,0,0,0,0,0,0,0,22,3
"Dan+j+0",2037,99,99,99,99,97,95,99,82,93,99,86,72,70,72,71,74,70,65,92,75,60,66,72,80,48,1,1,1,167704273,2,0,0,0,0,0,0,0,0,6,0
"Madis+V",2530,99,99,99,99,99,97,99,99,99,99,99,99,82,87,99,102,97,99,107,90,99,99,80,99,116,86,1,1,621523477,1,0,0,0,0,0,0,0,0,16,0
"Jedzia+Dax",2493,87,99,82,99,96,99,99,90,80,85,81,78,89,95,92,104,96,80,98,99,73,99,91,99,92,86,81,44,244639221,1,0,0,0,0,0,0,0,0,7,0
"Bezzelpub",2881,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,108,120,99,99,99,99,120,99,120,116,1043310187,1,0,0,0,0,0,0,0,0,22,3
"Sang-Drax",2864,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,117,99,99,103,112,99,99,99,99,118,99,120,116,1018496045,1,0,0,0,0,0,0,0,0,22,1
"Phonikz",2288,87,99,87,99,99,96,99,93,93,99,87,92,88,99,92,99,75,87,87,89,80,87,91,97,79,1,1,1,287992338,1,0,0,0,0,0,0,0,0,7,0
"Theoryist",2682,99,99,99,99,99,99,99,90,85,99,87,92,89,99,99,99,99,99,101,90,78,99,87,99,83,84,112,119,485614393,1,0,0,0,0,0,0,0,0,15,0
"hard2smite",2771,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,102,99,99,99,99,99,99,99,99,104,99,115,74,571806008,1,0,0,0,0,0,0,0,0,24,0
"Cuzin+Gooby",2280,87,89,90,91,84,76,99,99,99,99,88,99,99,89,78,77,85,88,85,63,73,74,76,75,75,80,1,55,138499085,2,0,0,0,0,0,0,0,0,6,0
"Wild+Raptor",2473,99,99,99,99,99,99,99,99,99,99,99,99,93,95,89,99,89,85,93,99,95,86,86,99,109,66,1,1,371123109,1,0,0,0,0,0,0,0,0,15,0
"S+T+A+H+P",2807,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,100,100,99,99,99,99,106,99,103,100,663801018,1,0,0,0,0,0,0,0,0,22,1
"B+IMA+BOSS",2324,99,99,99,99,99,99,99,85,81,86,82,90,81,84,84,100,73,80,102,83,80,82,80,99,100,78,1,1,288088187,1,0,0,0,0,0,0,0,0,8,0
"ZER0+H0UR",2715,99,99,99,99,99,99,99,90,90,95,93,92,99,99,95,99,96,90,117,91,91,99,90,99,105,91,105,96,486678321,1,0,0,0,0,0,0,0,0,12,0
"Gahh",2807,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,113,99,99,120,99,99,99,99,99,99,99,99,99,562361180,1,0,0,0,0,0,0,0,0,26,1
"kevwfm16",2758,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,101,93,97,99,92,99,99,97,99,99,521209685,1,0,0,0,0,0,0,0,0,22,0
"Mede",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,111,99,99,111,106,99,99,99,99,104,99,120,110,805641840,1,0,0,0,0,0,0,0,0,22,1
"Susie+Wusiee",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1515494772,1,0,0,0,0,0,0,0,0,22,6
"Windragons",2898,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,120,120,99,99,99,99,120,99,120,120,1515634753,1,0,0,0,0,0,0,0,0,22,6
"Stepalloveru",2791,87,97,88,96,99,99,94,99,99,99,99,99,99,99,99,104,99,99,99,120,99,99,99,99,106,99,99,118,587487451,1,0,0,0,0,0,0,0,0,19,1
"Derikk64",2816,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,110,99,99,110,100,99,99,99,99,99,99,120,99,681575549,1,0,0,0,0,0,0,0,0,24,1
"Pandafire",2870,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,114,99,99,112,120,99,99,99,99,106,99,120,120,1164554467,1,0,0,0,0,0,0,0,0,22,3
"Somberly",2204,99,99,99,99,93,95,99,72,81,80,76,99,80,80,73,75,76,74,83,76,74,75,76,87,80,80,1,23,152017813,2,0,0,0,0,0,0,0,0,6,0
"Sailham",2327,99,99,99,99,99,99,99,99,87,89,91,93,93,95,85,96,82,88,95,99,90,84,80,99,86,1,1,1,259077176,1,0,0,0,0,0,0,0,0,10,0
"Luvah",2559,99,99,99,99,99,96,99,99,99,99,99,99,94,91,94,99,92,99,102,95,92,90,90,99,100,90,45,1,356891885,1,0,0,0,0,0,0,0,0,14,0
"Diebymee",2041,99,99,99,99,99,82,94,99,85,84,90,90,80,70,85,61,72,64,78,63,70,65,70,80,61,1,1,1,151347679,2,0,0,0,0,0,0,0,0,6,0
"LadyBaldness",2863,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,114,120,99,99,99,99,104,99,120,120,1097097151,1,0,0,0,0,0,0,0,0,22,3
"LopezTheWise",2867,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,112,120,99,99,99,99,100,99,120,117,1249434388,1,0,0,0,0,0,0,0,0,22,3
"Muff",2879,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,110,99,99,111,120,99,99,99,99,120,99,120,120,1300797394,1,0,0,0,0,0,0,0,0,22,4
"X+DAN+WWFC+X",1990,99,99,99,99,96,99,99,72,79,99,66,72,68,66,67,99,71,66,83,35,58,70,61,80,85,1,1,1,162184157,2,0,0,0,0,0,0,0,0,8,0
"Jeliiz",2740,99,99,99,99,99,99,99,91,90,93,93,90,96,99,99,102,92,99,100,107,93,90,91,99,93,99,120,111,485373370,1,0,0,0,0,0,0,0,0,12,1
"HerbaLiz4",2593,87,87,87,87,86,94,92,99,98,97,99,94,99,99,99,100,90,94,92,103,91,94,99,91,92,93,68,82,249987414,1,0,0,0,0,0,0,0,0,6,0
"Mxke",2849,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,110,115,99,99,99,99,115,99,105,111,737332654,1,0,0,0,0,0,0,0,0,22,0
"A+z+k+y",2821,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,109,99,99,104,108,99,99,99,99,101,99,120,101,989510236,1,0,0,0,0,0,0,0,0,22,1
"drakan+25",2151,99,99,99,99,95,84,99,71,77,89,99,80,75,71,74,80,71,62,87,73,77,99,77,80,68,62,1,1,169943808,2,0,0,0,0,0,0,0,0,7,0
"FarnsworthRS",2641,99,99,99,99,99,99,99,90,88,90,90,95,90,99,92,99,93,90,109,101,87,90,90,99,88,90,107,71,458233036,1,0,0,0,0,0,0,0,0,10,0
"BelleDeJour",2260,87,99,86,99,99,99,99,81,77,99,80,75,89,80,67,99,71,69,93,68,70,61,75,88,86,80,54,30,166724948,2,0,0,0,0,0,0,0,0,7,0
"YaBoiObama",2530,99,99,99,99,99,99,99,91,86,91,90,84,90,99,99,92,80,74,101,95,62,78,83,93,88,88,111,62,372005210,1,0,0,0,0,0,0,0,0,9,0
"REDBERRY+P1E",2574,99,99,99,99,99,99,99,99,82,89,99,99,92,99,99,96,98,83,92,90,81,74,94,79,90,99,80,67,315486341,1,0,0,0,0,0,0,0,0,13,0
"Slasher+Oli",2328,99,99,99,99,99,99,99,77,88,76,72,76,81,90,77,100,77,73,102,71,74,89,94,99,120,80,18,1,391391684,1,0,0,0,0,0,0,0,0,8,1
"Unkle+Snoop",2211,99,99,99,99,99,99,99,59,75,73,65,73,80,80,82,92,83,67,99,40,54,63,77,89,87,80,57,43,191797542,2,0,0,0,0,0,0,0,0,8,0
"Catanai",2848,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,120,104,99,99,99,99,120,99,120,99,1104890292,1,0,0,0,0,0,0,0,0,23,3
"Monkion",2876,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,115,120,99,99,99,99,119,99,120,105,1096700241,1,0,0,0,0,0,0,0,0,22,2
"Pepi+La+Jet",2331,99,99,99,99,99,99,99,78,77,72,78,77,80,80,76,99,79,69,98,90,62,60,75,99,93,81,90,25,288390103,1,0,0,0,0,0,0,0,0,9,0
"ijzeren+soup",2230,99,99,99,99,87,83,99,88,61,67,86,56,80,99,99,76,61,66,76,78,51,53,75,79,85,95,82,52,195315482,2,0,0,0,0,0,0,0,0,7,0
"Squirrel+Nut",2651,86,94,86,92,83,82,84,99,99,99,99,99,99,99,99,99,99,99,88,99,99,99,93,82,98,99,87,111,401204829,1,0,0,0,0,0,0,0,0,15,0
"Silly+Asian",2008,99,99,99,99,99,99,99,84,77,84,96,70,81,71,70,65,83,70,81,68,56,65,60,72,57,1,1,1,154561583,2,0,0,0,0,0,0,0,0,7,0
"Eveil+Zim",2624,99,99,99,99,99,99,99,99,83,88,72,99,99,99,99,96,99,99,113,80,64,99,82,99,83,83,106,90,381176199,1,0,0,0,0,0,0,0,0,16,0
"Graysonfr",2237,99,99,99,99,95,89,92,99,96,99,93,89,99,86,83,89,78,81,99,92,78,77,80,85,59,1,1,1,212571879,1,0,0,0,0,0,0,0,0,8,0
"Bobh",2834,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,115,99,99,106,109,99,99,99,99,107,99,120,99,932875271,1,0,0,0,0,0,0,0,0,23,1
"CodeRedd23",2307,99,99,99,99,99,83,95,73,78,78,69,81,83,99,92,90,75,64,89,62,65,67,83,71,84,81,79,71,199667666,2,0,0,0,0,0,0,0,0,6,0
"Zeniic",2800,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,104,99,99,99,99,100,99,120,99,651791065,1,0,0,0,0,0,0,0,0,24,1
"Drugy",2849,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,112,99,99,116,106,99,99,99,99,107,99,120,110,1063638286,1,0,0,0,0,0,0,0,0,22,1
"KXNGKipp",2294,86,77,77,74,71,73,99,99,99,93,99,99,93,89,68,89,99,99,65,75,56,99,99,54,54,99,37,73,176590377,2,0,0,0,0,0,0,0,0,10,0
"Marmarlade",2827,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,108,120,99,99,99,99,102,99,103,112,746355058,1,0,0,0,0,0,0,0,0,22,1
"Mr+EgypT+1",2836,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,107,99,99,120,109,99,99,99,99,101,99,120,101,909518713,1,0,0,0,0,0,0,0,0,22,2
"zDeathwish",2611,99,99,99,99,99,99,99,76,87,80,99,99,87,99,99,101,99,85,105,81,85,77,91,99,86,90,111,82,364890139,1,0,0,0,0,0,0,0,0,13,0
"T+ucker",2654,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,101,99,99,103,102,99,99,99,99,120,99,35,15,856620587,1,0,0,0,0,0,0,0,0,22,1
"Ingigerd",2892,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,119,99,99,115,120,99,99,99,99,120,99,120,120,1241047644,1,0,0,0,0,0,0,0,0,22,4
"Gibsky",2173,86,89,88,89,81,80,91,99,99,99,99,99,83,81,84,84,81,99,82,99,80,85,80,79,55,1,1,1,151448609,2,0,0,0,0,0,0,0,0,7,0
"Adiska",2797,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,114,101,99,99,99,99,99,99,106,99,584510655,1,0,0,0,0,0,0,0,0,24,0
"CaptainReef",2758,99,99,99,99,97,99,99,99,99,99,99,99,99,99,99,100,99,99,100,101,99,99,99,99,100,99,88,93,482456793,1,0,0,0,0,0,0,0,0,21,0
"Bobaflex",2033,99,99,99,99,95,74,94,99,86,80,85,71,87,71,68,69,62,99,80,71,48,55,71,84,85,1,1,1,138585128,2,0,0,0,0,0,0,0,0,6,0
"SABAH+NUR",2576,86,83,90,91,92,99,90,94,99,86,94,99,99,99,99,93,99,98,87,101,76,90,99,88,93,87,75,90,238583763,1,0,0,0,0,0,0,0,0,8,0
"Hud157",2325,99,99,99,99,99,93,99,62,94,82,67,79,81,82,76,93,78,77,100,83,58,64,79,99,86,80,77,41,220167430,1,0,0,0,0,0,0,0,0,7,0
"Ferrariking4",2135,86,99,99,90,99,69,88,99,99,55,99,86,84,84,97,47,83,50,48,52,73,64,68,91,52,99,64,1,146333834,2,0,0,0,0,0,0,0,0,7,0
"Alphanaxx",2620,99,99,99,99,99,95,98,83,90,83,99,88,91,99,99,99,88,99,103,90,87,90,81,83,81,99,105,95,322385479,1,0,0,0,0,0,0,0,0,11,0
"Antlers",2806,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,100,99,99,101,105,99,99,99,99,120,99,109,93,831157248,1,0,0,0,0,0,0,0,0,22,1
"Senetric",2546,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,100,105,99,99,99,99,120,37,1,1,577879619,1,0,0,0,0,0,0,0,0,21,1
"Schmoz",2699,99,99,99,99,99,99,99,99,99,99,99,99,99,88,90,99,99,99,107,89,78,99,92,99,96,89,112,76,451431275,1,0,0,0,0,0,0,0,0,18,0
"Dark+Merlin",2892,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,120,99,99,116,120,99,99,99,99,120,99,120,118,1203591204,1,0,0,0,0,0,0,0,0,22,4
"Shurvivor",2313,99,99,99,99,93,93,99,75,75,72,77,80,99,87,82,84,86,80,84,75,61,80,96,83,76,80,50,50,152982112,2,0,0,0,0,0,0,0,0,6,0
"NoFaex",2504,99,99,99,99,99,99,99,99,99,99,99,99,99,99,86,97,99,99,91,87,99,99,96,99,87,77,1,1,338573791,1,0,0,0,0,0,0,0,0,19,0
"Blahhhh",2798,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,104,99,99,111,104,99,99,99,99,100,99,120,81,700846885,1,0,0,0,0,0,0,0,0,22,1
"Jazer40",2527,99,99,99,99,99,99,99,99,99,99,90,99,99,99,99,99,90,90,99,99,82,90,99,99,99,80,22,1,338394278,1,0,0,0,0,0,0,0,0,20,0
"Generic+Mate",2077,99,99,99,99,98,92,99,99,99,99,60,88,70,72,72,63,60,64,98,65,56,61,71,95,97,1,1,1,199173331,2,0,0,0,0,0,0,0,0,8,0
"A+Wild+Mac",1888,99,99,99,99,99,84,99,99,99,77,83,85,62,62,66,51,70,58,70,52,50,63,50,70,40,1,1,1,133542585,2,0,0,0,0,0,0,0,0,8,0
"Astony",2840,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,103,99,99,109,109,99,99,99,99,101,99,120,120,975960422,1,0,0,0,0,0,0,0,0,22,2
"TheBoy117",2549,99,99,99,99,99,96,99,77,99,76,78,75,90,99,99,98,87,87,92,75,79,85,96,96,82,90,97,102,310833639,1,0,0,0,0,0,0,0,0,9,0
"Jonstaa",2436,99,99,99,99,99,99,99,99,99,92,78,99,99,93,99,99,86,80,103,85,76,80,94,99,96,85,1,1,403611729,1,0,0,0,0,0,0,0,0,14,0
"Darkchaos340",2115,99,99,99,99,83,95,99,99,79,99,73,82,74,74,72,67,86,66,69,66,92,68,77,86,65,34,1,1,151355878,2,0,0,0,0,0,0,0,0,7,0
"Da+Lala+Land",2397,99,99,99,99,99,99,99,99,90,85,90,95,90,91,89,100,82,80,91,84,91,82,81,99,107,76,1,1,300890577,1,0,0,0,0,0,0,0,0,9,0
"IronLiam143",2619,99,99,99,99,99,95,99,85,90,93,90,88,93,99,99,96,83,99,94,100,66,93,87,86,80,99,110,100,351886191,1,0,0,0,0,0,0,0,0,10,0
"RinToyama29",2647,86,99,84,99,99,99,99,99,99,90,99,99,95,86,99,101,99,99,86,86,83,99,95,94,103,90,101,80,562707666,1,0,0,0,0,0,0,0,0,13,0
"ITIr+Krees",2335,99,99,99,99,91,95,99,99,99,84,99,99,90,81,86,92,81,92,81,84,91,82,80,88,92,53,1,1,208297827,2,0,0,0,0,0,0,0,0,9,0
"Alger66",2146,99,99,99,99,99,87,99,99,91,99,83,96,99,72,77,80,73,86,91,81,96,75,75,53,36,1,1,1,194170100,2,0,0,0,0,0,0,0,0,9,0
